input1;input2;target
4995;7608;12603
3284;8417;11701
8129;1338;9467
7711;6334;14045
8834;8176;17010
9610;6026;15636
5446;4339;9785
2328;2177;4505
1055;5360;6415
7267;6023;13290
8255;1009;9264
5306;7796;13102
9210;1319;10529
5850;6924;12774
4682;3805;8487
9042;867;9909
3474;5110;8584
9301;4341;13642
5876;9653;15529
1196;2594;3790
2391;4910;7301
9930;4832;14762
8735;6706;15441
1833;5908;7741
3154;3641;6795
6728;710;7438
1315;9121;10436
6859;8654;15513
8102;9940;18042
9659;623;10282
315;7267;7582
2920;9311;12231
543;2710;3253
7480;1040;8520
9665;148;9813
4533;387;4920
9210;6394;15604
332;5844;6176
4415;3551;7966
4523;1519;6042
413;7270;7683
8891;7743;16634
3448;6823;10271
1103;1778;2881
5975;4168;10143
252;7566;7818
406;7517;7923
4031;6817;10848
6894;1404;8298
6791;9659;16450
5312;7495;12807
6521;5272;11793
2116;8330;10446
7576;3109;10685
1942;8037;9979
32;5685;5717
4566;9608;14174
3214;9910;13124
1665;2588;4253
9753;5111;14864
2040;4477;6517
2333;8514;10847
139;5941;6080
1250;6866;8116
2022;2416;4438
9729;3406;13135
4231;8370;12601
6505;2820;9325
7774;1625;9399
2684;5789;8473
7158;1590;8748
5675;2816;8491
9983;6766;16749
5166;3089;8255
1079;7203;8282
1195;9802;10997
4739;5619;10358
7684;4996;12680
9690;2348;12038
4366;3614;7980
1503;8838;10341
9836;66;9902
5783;8058;13841
2929;396;3325
5269;9207;14476
8403;9266;17669
1145;5169;6314
30;354;384
4078;503;4581
3344;6055;9399
8478;4621;13099
4260;5238;9498
2530;4384;6914
7981;4112;12093
9714;9278;18992
7441;9770;17211
202;7928;8130
1167;367;1534
2147;1312;3459
1704;6774;8478
4285;6030;10315
9963;2676;12639
8216;5363;13579
2659;8282;10941
7890;645;8535
4453;279;4732
2137;752;2889
9572;4612;14184
969;1665;2634
2469;7278;9747
5798;1866;7664
6229;9816;16045
8995;9056;18051
8364;5346;13710
5349;6686;12035
676;1489;2165
9860;8827;18687
5132;7276;12408
5278;3854;9132
557;9747;10304
1004;9558;10562
5739;8947;14686
6441;2961;9402
2342;9018;11360
3704;3954;7658
3898;2409;6307
4391;5262;9653
9712;106;9818
6237;4498;10735
3289;8969;12258
6907;508;7415
1467;6241;7708
8335;4277;12612
1697;2396;4093
6714;9641;16355
4593;9175;13768
5063;6489;11552
9486;8558;18044
4387;8834;13221
5086;6495;11581
5431;8469;13900
50;3292;3342
4689;8458;13147
4753;7346;12099
3319;4763;8082
6754;1007;7761
708;3320;4028
6518;4702;11220
3467;4353;7820
1005;8539;9544
4640;3773;8413
86;7989;8075
9834;2410;12244
1471;21;1492
8568;3857;12425
5137;3114;8251
3070;8301;11371
6036;5204;11240
8208;8665;16873
1551;2783;4334
1641;8526;10167
8025;7401;15426
2837;3629;6466
7989;7575;15564
8746;4929;13675
268;6983;7251
3357;1629;4986
7952;2214;10166
1237;8485;9722
1533;7599;9132
7964;1668;9632
8595;6618;15213
2804;3267;6071
4692;4942;9634
2857;1091;3948
4388;3366;7754
4393;3772;8165
7506;4221;11727
605;8928;9533
7820;4568;12388
4879;8151;13030
3589;8307;11896
7961;2621;10582
1061;7868;8929
2759;7905;10664
7865;2970;10835
8595;6410;15005
649;5560;6209
4542;2820;7362
6652;2031;8683
1615;2470;4085
8101;4322;12423
5910;8495;14405
5960;3971;9931
7977;2387;10364
785;8257;9042
8251;857;9108
6770;376;7146
9125;1997;11122
9585;8950;18535
1020;8824;9844
8147;7480;15627
7233;5126;12359
1671;5763;7434
2771;3980;6751
8190;6704;14894
5755;2378;8133
4858;6366;11224
40;6524;6564
1754;8915;10669
6234;5798;12032
4871;2488;7359
2758;7553;10311
3874;5039;8913
127;3765;3892
1402;1251;2653
1118;7804;8922
8828;5837;14665
1379;5446;6825
8088;1900;9988
5518;4680;10198
4700;1085;5785
5199;6258;11457
8685;5198;13883
2517;2992;5509
7121;1998;9119
9706;4646;14352
1791;7560;9351
7759;3260;11019
4905;5455;10360
6567;9951;16518
7305;4009;11314
8344;5571;13915
204;7452;7656
6879;8500;15379
9218;838;10056
9424;2028;11452
9242;4616;13858
9548;3138;12686
5161;8913;14074
8994;1877;10871
5040;6904;11944
9392;827;10219
2236;5030;7266
8660;8384;17044
2159;5280;7439
8425;8237;16662
8;611;619
9164;9379;18543
2498;7657;10155
8403;9927;18330
6854;7258;14112
855;5311;6166
1396;2249;3645
7977;9056;17033
5310;771;6081
3927;8376;12303
1709;1083;2792
2073;7810;9883
8935;7331;16266
4082;5748;9830
7057;379;7436
9540;167;9707
363;2953;3316
5669;6141;11810
8528;8631;17159
3955;9590;13545
1053;9145;10198
4197;3737;7934
7964;5045;13009
4436;8912;13348
282;255;537
2121;8658;10779
2294;1179;3473
8134;1917;10051
8453;2433;10886
6365;3333;9698
4358;9224;13582
304;1934;2238
9348;917;10265
6506;6943;13449
781;617;1398
9342;9516;18858
8999;7002;16001
3709;3275;6984
7087;1759;8846
4473;5984;10457
9731;2119;11850
2200;4549;6749
4860;5801;10661
1046;4189;5235
9514;2102;11616
2165;9505;11670
4425;7754;12179
7031;5997;13028
983;8549;9532
688;2859;3547
9807;5509;15316
4211;8860;13071
3170;2895;6065
6210;1646;7856
947;9355;10302
1474;7302;8776
1684;8574;10258
7469;1258;8727
4790;3704;8494
1188;8421;9609
5431;4684;10115
2367;6102;8469
5859;2493;8352
9971;2302;12273
7426;7921;15347
2421;2781;5202
9864;9234;19098
4793;516;5309
6869;7284;14153
9895;2228;12123
7174;4154;11328
8457;788;9245
1329;977;2306
7792;7466;15258
5184;9773;14957
7604;875;8479
8267;1786;10053
9666;7773;17439
7495;1083;8578
624;9484;10108
6436;4134;10570
1336;903;2239
398;5555;5953
5927;8672;14599
2864;2730;5594
2255;1017;3272
147;8133;8280
9417;1574;10991
5753;3215;8968
5907;4292;10199
360;5277;5637
4913;3277;8190
5255;9366;14621
348;8804;9152
7736;8321;16057
596;584;1180
3163;5030;8193
1062;341;1403
8156;6769;14925
2769;3114;5883
1081;622;1703
6475;1590;8065
4346;7730;12076
8058;9601;17659
2549;5194;7743
8872;4294;13166
4652;2166;6818
3764;6905;10669
8312;3519;11831
1479;4175;5654
5910;3125;9035
9686;4593;14279
4100;4244;8344
2076;5661;7737
2565;6577;9142
5720;7200;12920
8311;8773;17084
6553;6465;13018
8454;4365;12819
1183;3790;4973
8987;169;9156
8255;819;9074
8904;3428;12332
8721;9359;18080
3415;4017;7432
3550;577;4127
7751;139;7890
65;3162;3227
2221;3600;5821
1217;3478;4695
5088;8052;13140
2173;6740;8913
9691;2275;11966
9080;1004;10084
8254;386;8640
8305;5505;13810
2601;7893;10494
9536;4202;13738
5751;7842;13593
322;35;357
9250;1919;11169
4089;5342;9431
365;9639;10004
8407;741;9148
542;6349;6891
6748;198;6946
7055;7270;14325
7881;1467;9348
6128;9358;15486
3127;7363;10490
868;5092;5960
5106;1604;6710
5875;1131;7006
3100;2253;5353
840;6814;7654
3086;2008;5094
1472;6949;8421
787;7870;8657
6761;4846;11607
9964;5381;15345
288;167;455
9299;2539;11838
9408;2046;11454
7754;1236;8990
941;774;1715
7584;4095;11679
4793;5304;10097
1848;2140;3988
7307;7364;14671
8411;9764;18175
1675;8952;10627
3778;7702;11480
5945;247;6192
5107;6357;11464
6438;3613;10051
944;4852;5796
2978;9444;12422
1392;6059;7451
6415;7768;14183
9741;974;10715
6169;7937;14106
1862;9377;11239
8110;516;8626
3385;5071;8456
3552;7551;11103
6278;709;6987
5034;6533;11567
1026;464;1490
4529;9288;13817
5220;1682;6902
2342;8062;10404
6806;8136;14942
4133;2012;6145
1970;9169;11139
9910;8419;18329
6971;3226;10197
4170;5231;9401
5102;8241;13343
7649;2007;9656
1338;4701;6039
9733;1558;11291
9975;1831;11806
9653;6631;16284
6725;2956;9681
959;3964;4923
5690;1010;6700
5818;9508;15326
9562;3020;12582
2750;8532;11282
9060;9672;18732
3142;8721;11863
3640;2381;6021
7999;3943;11942
6120;426;6546
2772;2744;5516
8013;8335;16348
939;4503;5442
3186;3701;6887
2164;2036;4200
7689;5976;13665
3322;2509;5831
6792;1539;8331
9413;5703;15116
6323;5150;11473
9774;7323;17097
9332;4581;13913
2606;5596;8202
2710;4645;7355
5426;1843;7269
1441;3581;5022
4276;3469;7745
8073;2239;10312
604;4098;4702
5433;5461;10894
9723;9000;18723
319;7445;7764
7999;3018;11017
1580;8326;9906
3163;6088;9251
1801;4850;6651
5476;4739;10215
6628;7262;13890
2646;3984;6630
2470;1181;3651
2;8889;8891
1211;6317;7528
9067;2096;11163
3610;5613;9223
494;8939;9433
5959;5691;11650
6960;8244;15204
5811;9527;15338
9261;5195;14456
1425;5564;6989
9252;1647;10899
2463;4868;7331
2763;4434;7197
3156;7579;10735
2744;8683;11427
6603;5434;12037
3387;9598;12985
2124;7692;9816
3159;6180;9339
9154;2111;11265
3485;377;3862
3096;1366;4462
7919;1478;9397
5110;5288;10398
1861;7783;9644
8910;2149;11059
6560;6336;12896
7089;6393;13482
9068;3593;12661
6522;8642;15164
5210;5245;10455
5087;9197;14284
1513;4650;6163
2195;9727;11922
3102;2289;5391
6825;7010;13835
9698;696;10394
356;7734;8090
6148;8493;14641
5070;9273;14343
2915;9164;12079
8227;3291;11518
2101;8473;10574
7659;9006;16665
4583;8902;13485
3212;3651;6863
2090;3294;5384
1481;1036;2517
5749;3414;9163
6436;1827;8263
6733;1452;8185
6675;6439;13114
1204;1182;2386
6260;6208;12468
4800;3559;8359
8487;4635;13122
1243;871;2114
9857;7506;17363
6147;4593;10740
8388;9518;17906
4073;4911;8984
9617;1475;11092
4099;3644;7743
4097;4155;8252
8207;8649;16856
8221;253;8474
5881;1467;7348
7402;3402;10804
1577;8115;9692
1972;9123;11095
2697;8417;11114
8187;778;8965
6653;6855;13508
7712;8716;16428
1474;9353;10827
3877;9243;13120
2536;439;2975
212;5334;5546
4568;4349;8917
5760;666;6426
3307;6964;10271
8479;1541;10020
7532;4963;12495
1115;7925;9040
7355;9210;16565
4981;131;5112
7182;955;8137
3492;8436;11928
8314;784;9098
4397;9014;13411
3693;5114;8807
4084;5436;9520
7546;2097;9643
1505;572;2077
4213;8885;13098
3108;6459;9567
4681;5759;10440
3833;7426;11259
2001;3984;5985
8980;3505;12485
1908;6184;8092
9953;1675;11628
699;5788;6487
6591;1799;8390
5538;3910;9448
3203;8339;11542
5084;816;5900
3459;9525;12984
4481;5931;10412
7186;357;7543
5955;4866;10821
9847;1466;11313
168;3939;4107
3300;1086;4386
2206;4353;6559
9872;5276;15148
1104;6376;7480
5068;4612;9680
1839;2010;3849
1359;4160;5519
4155;5750;9905
1273;8067;9340
927;5266;6193
2282;3638;5920
7568;4092;11660
3390;182;3572
6789;2534;9323
9891;6184;16075
7146;3821;10967
2951;2753;5704
9119;4024;13143
5092;2747;7839
9669;7919;17588
3651;6447;10098
2785;4295;7080
2999;567;3566
966;9651;10617
2521;8659;11180
6417;128;6545
7778;3803;11581
3694;4106;7800
5833;6030;11863
6072;6099;12171
7771;6283;14054
1095;8451;9546
1143;7820;8963
6102;7977;14079
6775;2184;8959
6740;3354;10094
3194;5688;8882
6172;1413;7585
434;6818;7252
9887;2251;12138
4288;5656;9944
7438;5269;12707
2660;7823;10483
3897;3976;7873
1629;5015;6644
3759;6577;10336
3545;907;4452
8590;6249;14839
1649;4214;5863
5306;302;5608
1504;2104;3608
6679;5002;11681
6010;2466;8476
583;5642;6225
854;228;1082
3184;1201;4385
579;2705;3284
8951;836;9787
5900;2976;8876
6294;4928;11222
8701;7488;16189
8326;4793;13119
7966;3675;11641
4809;1686;6495
233;5018;5251
9145;7909;17054
9679;3794;13473
3337;9358;12695
2788;4122;6910
4578;3218;7796
3571;5053;8624
5989;5424;11413
1859;6936;8795
1907;8259;10166
613;5790;6403
4994;5252;10246
5816;4605;10421
5462;2213;7675
5300;4801;10101
6391;6243;12634
9382;3722;13104
553;4423;4976
9309;2010;11319
6344;8312;14656
1154;5878;7032
3224;3758;6982
2127;1891;4018
5953;7621;13574
5068;7798;12866
662;9358;10020
1839;2724;4563
4497;9281;13778
2248;2446;4694
6999;5108;12107
2763;8145;10908
1193;5810;7003
3480;5753;9233
2896;6476;9372
7252;2746;9998
7967;3963;11930
1902;1481;3383
8056;4269;12325
7805;9708;17513
5253;7811;13064
8983;3704;12687
6654;7890;14544
6536;8709;15245
2736;7282;10018
4984;6326;11310
1726;5108;6834
3066;1690;4756
5842;2087;7929
2386;1657;4043
6577;1012;7589
3512;6717;10229
6606;544;7150
9220;6492;15712
8923;8920;17843
222;3878;4100
1484;7588;9072
1374;166;1540
6948;5818;12766
1490;9390;10880
7717;6158;13875
8238;4330;12568
3706;1957;5663
4061;2621;6682
5295;6260;11555
3498;600;4098
3613;126;3739
8685;5221;13906
8152;7715;15867
3188;5077;8265
4272;8024;12296
4801;5910;10711
8371;5281;13652
5532;8990;14522
7450;5825;13275
7796;7957;15753
3719;3901;7620
6637;9879;16516
5485;8585;14070
35;9294;9329
999;284;1283
6412;6383;12795
3;6563;6566
8166;254;8420
9617;1551;11168
407;780;1187
3579;5445;9024
3515;8815;12330
7903;8492;16395
4836;5154;9990
3097;7990;11087
6120;5676;11796
6170;3155;9325
2914;7895;10809
2407;5634;8041
5809;1719;7528
1481;6416;7897
8722;5508;14230
2131;3511;5642
7166;6740;13906
235;6600;6835
5216;8332;13548
22;3091;3113
2343;6763;9106
9385;6160;15545
3274;1816;5090
9296;587;9883
9327;5407;14734
5717;9569;15286
90;9902;9992
3020;4829;7849
1162;7402;8564
7496;1071;8567
5932;7984;13916
3925;7054;10979
8111;8715;16826
363;4172;4535
4424;5926;10350
1861;6790;8651
9673;1917;11590
140;2618;2758
7515;7508;15023
4647;2581;7228
7661;9924;17585
9506;8927;18433
1428;2780;4208
5809;4977;10786
6408;1712;8120
4179;2299;6478
5742;446;6188
3465;6825;10290
6747;5;6752
9072;6717;15789
9458;73;9531
2277;8589;10866
3623;1815;5438
2972;2165;5137
6619;54;6673
5434;3898;9332
2610;2971;5581
1233;3434;4667
9162;5101;14263
7615;7983;15598
5744;7051;12795
1948;1143;3091
2080;2094;4174
5880;237;6117
7646;3130;10776
617;569;1186
4376;805;5181
1680;7053;8733
3857;1472;5329
4550;2771;7321
2920;5365;8285
88;1925;2013
7017;7543;14560
1772;8116;9888
6391;1338;7729
6781;8615;15396
236;529;765
2449;9244;11693
3555;74;3629
701;3068;3769
9604;7488;17092
2819;1289;4108
2277;960;3237
2318;6599;8917
9261;4734;13995
9981;357;10338
4186;7698;11884
3018;8088;11106
5856;382;6238
5739;8124;13863
6779;6400;13179
6371;4830;11201
7577;7190;14767
6893;9150;16043
3648;6224;9872
74;7161;7235
3029;1669;4698
242;5729;5971
9069;5882;14951
6535;930;7465
2784;8284;11068
1693;7539;9232
64;6032;6096
1097;8116;9213
5264;8828;14092
2191;719;2910
5940;5967;11907
6142;9476;15618
5845;8839;14684
6530;594;7124
2484;4809;7293
5326;6454;11780
6171;4478;10649
792;7978;8770
7522;2041;9563
83;8282;8365
9247;6079;15326
3962;2034;5996
169;3178;3347
3185;1129;4314
417;3149;3566
3096;5762;8858
4188;8373;12561
7526;8385;15911
2349;9748;12097
6183;6650;12833
9529;129;9658
8615;872;9487
33;8829;8862
5883;7122;13005
2519;4612;7131
171;9763;9934
834;5931;6765
1539;6883;8422
9019;1495;10514
7225;9606;16831
4178;8685;12863
7164;8346;15510
6471;4171;10642
3489;3803;7292
8915;994;9909
8668;4254;12922
3433;6301;9734
1754;8349;10103
398;7499;7897
1360;5880;7240
640;1201;1841
1398;4192;5590
4326;2511;6837
3280;3319;6599
1018;7908;8926
2352;6007;8359
9059;6291;15350
3388;7724;11112
49;1670;1719
7409;3639;11048
7740;8360;16100
917;7586;8503
1537;9928;11465
3719;7180;10899
697;6948;7645
3848;4081;7929
5865;8202;14067
8490;4735;13225
9548;1767;11315
808;7970;8778
53;4753;4806
2392;7544;9936
1652;4728;6380
6697;7279;13976
1664;5143;6807
506;791;1297
3190;4796;7986
6754;2827;9581
5715;358;6073
2822;6988;9810
2889;5209;8098
3125;9597;12722
8109;2380;10489
4770;7547;12317
6137;479;6616
8628;9422;18050
6671;4815;11486
434;5898;6332
1954;4937;6891
4056;5557;9613
2910;5499;8409
1091;182;1273
1258;5621;6879
5098;6112;11210
3522;6848;10370
7208;8920;16128
5179;1210;6389
7011;6783;13794
7707;4651;12358
2687;9627;12314
7564;1202;8766
4872;5898;10770
7044;3919;10963
2149;7024;9173
7625;2696;10321
7705;2461;10166
8416;3758;12174
74;2101;2175
8052;1736;9788
1609;5510;7119
1532;4533;6065
3352;988;4340
871;7755;8626
2653;1625;4278
4698;8491;13189
6306;7570;13876
6162;3104;9266
9972;946;10918
7180;570;7750
3847;5250;9097
724;9340;10064
6891;3711;10602
6172;1298;7470
9135;6657;15792
2393;4690;7083
5587;3264;8851
8615;1072;9687
5574;3927;9501
5705;2900;8605
5605;3510;9115
7381;4301;11682
3312;3288;6600
1032;7495;8527
7199;3290;10489
2148;8260;10408
2394;3131;5525
6355;4531;10886
6861;2370;9231
1975;1509;3484
6165;8325;14490
6495;8869;15364
7999;5801;13800
1635;7357;8992
2078;450;2528
3456;7954;11410
3797;1107;4904
7440;6391;13831
8718;9315;18033
7983;7853;15836
4287;4366;8653
9115;149;9264
8602;670;9272
5911;489;6400
3254;1415;4669
2017;9473;11490
9772;4446;14218
2785;2794;5579
3010;4345;7355
7570;1839;9409
7576;8056;15632
9984;7001;16985
9329;6161;15490
6632;9635;16267
5941;6753;12694
2102;5273;7375
6704;8573;15277
45;8832;8877
9716;4535;14251
9979;6383;16362
8193;523;8716
7075;1871;8946
9223;7962;17185
5506;4123;9629
9177;3161;12338
7372;6183;13555
1967;2097;4064
8028;6261;14289
4399;2700;7099
3190;8603;11793
5221;5080;10301
3252;4554;7806
8226;8011;16237
5879;1598;7477
7191;314;7505
6162;9458;15620
1116;6261;7377
3062;8192;11254
2329;1157;3486
4439;2860;7299
4305;2236;6541
7073;3905;10978
9817;2299;12116
9831;4384;14215
6627;6257;12884
2540;2828;5368
4263;9311;13574
5784;7297;13081
3069;1471;4540
7474;8862;16336
7185;4983;12168
2378;3058;5436
535;2351;2886
3602;8745;12347
8889;3079;11968
3529;4289;7818
8774;1329;10103
7923;2590;10513
2935;3356;6291
1117;4780;5897
3921;8305;12226
9967;7990;17957
1216;8022;9238
9512;986;10498
6503;8500;15003
3710;8109;11819
9229;2303;11532
7351;1073;8424
656;2595;3251
7485;1610;9095
1367;3117;4484
5627;5696;11323
2204;2187;4391
4310;5429;9739
1536;5642;7178
8658;9572;18230
9724;5714;15438
5628;272;5900
1953;2969;4922
210;657;867
5837;3133;8970
513;1659;2172
5031;9607;14638
7172;5250;12422
9616;4881;14497
590;2045;2635
9767;130;9897
3205;5733;8938
3871;5859;9730
2763;801;3564
133;9006;9139
2789;2670;5459
196;7139;7335
1204;4412;5616
470;1256;1726
1387;6437;7824
2327;3663;5990
2392;4823;7215
7150;1888;9038
9867;1243;11110
3352;1848;5200
7907;5896;13803
4840;7989;12829
6865;3509;10374
8780;9621;18401
2980;626;3606
1179;8995;10174
3399;2247;5646
9884;6018;15902
836;2294;3130
8545;5838;14383
8586;4017;12603
1992;6704;8696
7636;7049;14685
9731;1019;10750
3952;1524;5476
7950;1983;9933
6488;7300;13788
4438;7259;11697
2420;6769;9189
8648;4158;12806
4184;7416;11600
9080;3898;12978
9120;5132;14252
5196;4946;10142
7742;8968;16710
3962;497;4459
3568;7384;10952
5441;1358;6799
8101;1088;9189
480;1069;1549
9197;5633;14830
5044;7817;12861
8303;1359;9662
8016;5586;13602
5112;5776;10888
6675;3526;10201
9334;2378;11712
7284;9657;16941
2355;673;3028
5979;7745;13724
1792;748;2540
6522;7066;13588
1230;6335;7565
4137;1208;5345
8175;4595;12770
24;7548;7572
354;7405;7759
73;1020;1093
5856;5878;11734
9242;9034;18276
6697;7502;14199
3936;7361;11297
568;2885;3453
6995;2630;9625
7325;1061;8386
8945;582;9527
8448;5778;14226
5343;4588;9931
2273;3112;5385
933;9371;10304
3081;2771;5852
8166;3678;11844
8026;1169;9195
7943;575;8518
7091;5881;12972
7378;7174;14552
2562;2760;5322
1205;8387;9592
2271;8648;10919
8719;7305;16024
1158;7075;8233
9808;3530;13338
5110;1480;6590
8971;1483;10454
4997;5067;10064
4697;6201;10898
4487;7518;12005
9523;4594;14117
7552;6867;14419
2457;1478;3935
